tokens	absa1	absa2	absa3
['the', 'food', 'looked', 'very', 'appetizing', 'and', 'delicious', 'since', 'it', 'came', 'on', 'a', 'variety', 'of', 'fancy', 'plates']	1,2 FOOD#STYLE_OPTIONS 2 4,5	1,2 FOOD#STYLE_OPTIONS 2 6,7	
['we', 'ended', 'our', 'great', 'experience', 'by', 'having', 'glad', 'james', ' ', 'dessert', ' ', 'recommended', 'by', 'the', 'waiter']	-1,-1 RESTAURANT#GENERAL 2 3,4	7,12 FOOD#QUALITY 2 -1,-1	
['i', 'thanked', 'my', 'friend', 'who', 'recommended', 'me', 'this', 'restaurant', 'and', 'will', 'certainly', 'recommend', 'it', 'to', 'others']	8,9 RESTAURANT#GENERAL 2 12,13		
['service', 'here', 'was', 'great', ' ', 'food', 'was', 'fantastic']	0,1 SERVICE#GENERAL 2 3,4	5,6 FOOD#QUALITY 2 7,8	
['guacamole', ' ', 'shrimp', 'appetite', 'was', 'really', 'great', ' ', 'we', 'both', 'had', 'the', 'file', ' ', 'very', 'good', ' ', 'did', 'n', ' ', 't', 'much', 'like', 'the', 'writes', 'that', 'came', 'with', ' ', 'but', 'the', 'file', 'was', 'so', 'good', ' ', 'neither', 'of', 'us', 'cared']	0,4 FOOD#QUALITY 2 6,7	12,13 FOOD#QUALITY 2 15,16	24,25 FOOD#QUALITY 0 -1,-1
['will', 'absolutely', 'visit', 'again']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['you', 'can', 'not', 'go', 'wrong', 'with', 'this', 'place']	7,8 RESTAURANT#GENERAL 2 4,5		
['always', 'a', 'nice', 'crowd', ' ', 'but', 'never', 'loud']	3,4 RESTAURANT#MISCELLANEOUS 2 2,3	3,4 RESTAURANT#MISCELLANEOUS 2 6,8	-1,-1 AMBIENCE#GENERAL 2 6,8
['go', 'here']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['good', 'for', 'dates', 'or', 'with', 'friends']	-1,-1 RESTAURANT#MISCELLANEOUS 2 0,1		
['i', 'am', 'reluctant', 'to', 'write', 'because', 'i', 'would', 'not', 'want', 'my', 'jem', 'of', 'a', 'penza', 'place', 'to', 'become', 'overcrowded']	14,16 RESTAURANT#MISCELLANEOUS 2 18,19		
['however', ' ', 'it', 'is', 'just', 'too', 'good', 'to', 'not', 'praise', 'it']	-1,-1 RESTAURANT#GENERAL 2 6,7		
['by', 'far', ' ', 'the', 'best', 'penza', 'in', 'manhattan']	5,6 FOOD#QUALITY 2 4,5		
['the', 'crust', 'is', 'thin', ' ', 'the', 'ingredient', 'are', 'fresh', 'and', 'the', 'staff', 'is', 'friendly']	1,2 FOOD#QUALITY 2 3,4	11,12 SERVICE#GENERAL 2 13,14	6,7 FOOD#QUALITY 2 8,9
['the', 'menu', 'has', 'so', 'many', 'fish', 'items', 'and', 'mystery']	1,2 FOOD#STYLE_OPTIONS 2 -1,-1		
['the', 'fish', 'was', 'really', ' ', 'really', 'fresh']	1,2 FOOD#QUALITY 2 6,7		
['we', 'all', 'agreed', 'that', 'mare', 'is', 'one', 'of', 'the', 'best', 'seafood', 'restaurant', 'in', 'new', 'york']	4,5 RESTAURANT#GENERAL 2 9,10		
['i', 'stumbled', 'upon', 'this', 'great', 'pizzeria', 'as', 'i', 'explored', 'my', 'new', 'neighborhood']	5,6 RESTAURANT#GENERAL 2 4,5		
['all', 'of', 'the', 'pizzas', 'are', 'terrific', 'and', 'the', 'price', 'is', 'even', 'better']	3,4 FOOD#QUALITY 2 5,6	-1,-1 RESTAURANT#PRICES 2 11,12	
['i', 'highly', 'recommend', 'the', 'sophia', 'penza']	4,6 FOOD#QUALITY 2 2,3		
['it', ' ', 's', 'to', 'die', 'for']	-1,-1 FOOD#QUALITY 2 -1,-1		
['the', 'food', 'was', 'mediocre', 'at', 'best', 'but', 'it', 'was', 'the', 'horrible', 'service', 'that', 'made', 'me', 'vow', 'never', 'to', 'go', 'back']	1,2 FOOD#QUALITY 0 3,4	11,12 SERVICE#GENERAL 0 10,11	
['immediately', 'after', 'we', 'paid', ' ', 'the', 'waiter', 'took', 'the', 'money', 'and', 'said', ' ', 'okay', ' ', 'you', 'guns', 'are', 'gutta', 'here']	6,7 SERVICE#GENERAL 0 -1,-1		
['so', 'rushing', 'us', 'out', 'was', 'absolutely', 'unnecessary']	-1,-1 SERVICE#GENERAL 0 -1,-1		
['for', 'the', 'people', 'who', 'want', 'great', 'food', 'plus', 'great', 'service', ' ', 'rosy', 'is', 'a', 'place', 'to', 'avoid']	6,7 FOOD#QUALITY 0 5,6	9,10 SERVICE#GENERAL 0 8,9	
['the', 'first', 'time', 'the', 'such', 'was', 'outstanding', ' ', 'the', 'second', 'time', 'it', 'was', 'a', 'little', 'bland']	4,5 FOOD#QUALITY 0 6,7	4,5 FOOD#QUALITY 0 15,16	
['i', ' ', 'm', 'sure', 'i', ' ', 'll', 'return', 'for', 'a', 'final', 'judgement', 'the']	-1,-1 RESTAURANT#GENERAL 1 -1,-1		
['the', 'blood', 'wood', 'door', 'is', 'very', 'soothing', ' ', 'the', 'premium', 'sake', 'is', 'excellent', 'and', 'the', 'service', 'is', 'great']	1,4 AMBIENCE#GENERAL 2 6,7	9,11 DRINKS#QUALITY 2 12,13	15,16 SERVICE#GENERAL 2 17,18
['mind', 'is', 'the', 'japanese', 'find', 'in', 'grammercy']	0,1 RESTAURANT#GENERAL 2 -1,-1		
['while', 'their', 'kitchen', 'food', 'is', 'delicious', ' ', 'their', 'such', 'is', 'out', 'of', 'this', 'world']	2,4 FOOD#QUALITY 2 5,6	8,9 FOOD#QUALITY 2 10,14	
['mind', 'is', 'home', 'to', 'creative', 'and', 'unique', 'rolls', 'not', 'to', 'found', 'anywhere', 'else']	7,8 FOOD#STYLE_OPTIONS 2 4,5	7,8 FOOD#STYLE_OPTIONS 2 6,7	
['not', 'only', 'is', 'the', 'quinine', 'the', 'best', 'around', ' ', 'the', 'service', 'has', 'always', 'been', 'attentive', 'and', 'charming']	4,5 FOOD#QUALITY 2 6,7	10,11 SERVICE#GENERAL 2 14,15	10,11 SERVICE#GENERAL 2 16,17
['warning', ' ', 'you', 'may', 'find', 'it', 'difficult', 'to', 'dine', 'at', 'other', 'japanese', 'restaurant', 'after', 'a', 'visit', 'to', 'mind']	17,18 RESTAURANT#GENERAL 2 6,7		
['the', 'entree', 'was', 'bland', 'and', 'small', ' ', 'dessert', 'was', 'not', 'inspired']	1,2 FOOD#QUALITY 0 3,4	1,2 FOOD#STYLE_OPTIONS 0 5,6	7,8 FOOD#QUALITY 0 9,11
['i', 'expected', 'quite', 'a', 'bit', 'more', 'from', 'such', 'an', 'expensive', 'menu']	10,11 FOOD#PRICES 0 9,10	10,11 FOOD#QUALITY 0 -1,-1	
['the', 'view', 'is', 'spectacular', ' ', 'and', 'the', 'food', 'is', 'great']	1,2 LOCATION#GENERAL 2 3,4	7,8 FOOD#QUALITY 2 9,10	
['wonderful', 'strawberry', 'daiquiries', 'as', 'well']	1,3 DRINKS#QUALITY 2 0,1		
['definitely', 'worth', 'the', 'trip', 'to', 'battery', 'park', 'city']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['one', 'of', 'my', 'favorite', 'places', 'in', 'manhattan']	-1,-1 RESTAURANT#GENERAL 2 3,4		
['authentic', 'taiwanese', 'food', 'that', ' ', 's', 'cheap', '   ', 'what', 'more', 'could', 'you', 'ask', 'for']	1,3 FOOD#QUALITY 2 0,1	1,3 FOOD#PRICES 2 6,7	
[' ', 'besides', 'that', 'there', 'should', 'be', 'more', 'restaurant', 'like', 'it', 'around', 'the', 'city', ' ']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['the', 'cold', 'appetite', 'dishes', 'taste', 'like', 'the', 'way', 'i', 'remember', 'them', 'to', 'taste', 'when', 'i', 'was', 'growing', 'up', 'in', 'taiwan']	1,4 FOOD#QUALITY 2 -1,-1		
['delicious', 'simple', 'food', 'in', 'nice', 'outdoor', 'atmosphere']	2,3 FOOD#QUALITY 2 0,1	2,3 FOOD#STYLE_OPTIONS 2 1,2	5,7 AMBIENCE#GENERAL 2 4,5
['kind', ' ', 'attentive', 'wait', 'staff']	3,5 SERVICE#GENERAL 2 0,1	3,5 SERVICE#GENERAL 2 2,3	
['i', 'really', 'like', 'both', 'the', 'callous', 'and', 'the', 'may', 'may', ' ', 'on', 'saffron', 'risotto', 'sum', '  ']	5,6 FOOD#QUALITY 2 2,3	8,14 FOOD#QUALITY 2 2,3	
['my', 'friend', 'devoured', 'her', 'chicken', 'and', 'washed', 'potatoes']	4,8 FOOD#QUALITY 2 2,3		
['delicious', 'crab', 'cakes', 'too']	1,3 FOOD#QUALITY 2 0,1		
['even', 'if', 'the', 'food', 'was', 'n', ' ', 't', 'this', 'good', ' ', 'the', 'garden', 'is', 'a', 'great', 'place', 'to', 'sit', 'outside', 'and', 'relax']	12,13 AMBIENCE#GENERAL 2 15,16	3,4 FOOD#QUALITY 0 5,10	
['great', 'neighborhood', 'joint']	2,3 RESTAURANT#GENERAL 2 0,1		
['they', 'smell', 'like', 'they', 'stuff', 'them', 'with', 'old', 'canned', 'vegetables', 'like', 'the', 'spinal', 'mushroom', 'alone']	-1,-1 FOOD#QUALITY 0 -1,-1		
['the', 'counter', 'service', 'is', 'bad']	1,3 SERVICE#GENERAL 0 4,5		
['they', 'charge', 'different', 'prices', 'all', 'the', 'time']	-1,-1 SERVICE#GENERAL 0 -1,-1		
['they', ' ', 're', 'rude', 'at', 'times', ' ', 'and', 'not', 'very', 'friendly']	-1,-1 SERVICE#GENERAL 0 3,4	-1,-1 SERVICE#GENERAL 0 8,11	
['no', 'penza', '33', 'for', 'me']	1,3 RESTAURANT#GENERAL 0 -1,-1		
['anybody', 'who', 'likes', 'this', 'place', 'must', 'be', 'from', 'a', 'different', 'planet', ' ', 'where', 'greasy', ' ', 'dry', 'and', 'tactless', 'are', 'complimentary']	-1,-1 FOOD#QUALITY 0 13,14	-1,-1 FOOD#QUALITY 0 15,16	-1,-1 FOOD#QUALITY 0 17,18
['the', 'doses', 'are', 'simply', ' ', 'unattractive', 'and', 'drip', 'with', 'grease', ' ', 'and', 'personally', 'i', ' ', 'd', 'drink', 'popcorn', 'stopping', 'before', 'i', ' ', 'd', 'eat', 'another', 'one', 'of', 'these']	1,2 FOOD#STYLE_OPTIONS 0 3,4	1,2 FOOD#QUALITY 0 5,6	
['calling', 'the', 'place', 'hampton', 'chimney', 'co', ' ', 'does', 'warn', 'you', 'that', 'these', 'folks', 'offer', 'more', 'style', 'than', 'substance', ' ', 'but', 'in', 'this', 'unattractive', 'room', 'with', 'helpful', 'clerks', 'there', 'was', 'a', 'death', 'of', 'the', 'former', 'too']	2,3 RESTAURANT#GENERAL 0 -1,-1	23,24 AMBIENCE#GENERAL 0 22,23	26,27 SERVICE#GENERAL 0 25,26
['seriously', ' ', 'this', 'place', 'kicks', 'ass']	3,4 RESTAURANT#GENERAL 2 4,6		
['the', 'atmosphere', 'is', 'unheralded', ' ', 'the', 'service', 'imbecile', ' ', 'and', 'the', 'food', 'magnificent']	1,2 AMBIENCE#GENERAL 2 3,4	6,7 SERVICE#GENERAL 2 7,8	11,12 FOOD#QUALITY 2 12,13
['best', 'italian', 'food', 'i', 'ever', 'had', ' ', 'and', 'being', 'italian', ' ', 'that', 'means', 'clot', ' ']	1,3 FOOD#QUALITY 2 0,1		
['it', 'is', 'nearly', 'impossible', 'to', 'get', 'a', 'table', ' ', 'so', 'if', 'you', 'ever', 'have', 'the', 'chance', 'to', 'go', 'here', 'for', 'dinner', ' ', 'do', 'not', 'pass', 'it', 'up']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['this', 'is', 'such', 'a', 'lovely', ' ', 'peaceful', 'place', 'to', 'eat', 'outside']	7,8 AMBIENCE#GENERAL 2 4,5	7,8 AMBIENCE#GENERAL 2 6,7	
['the', 'restaurant', 'looks', 'out', 'over', 'beautiful', 'green', 'laws', 'to', 'the', 'hudson', 'river', 'and', 'the', 'statue', 'of', 'liberty']	1,2 LOCATION#GENERAL 2 5,6		
['it', 'is', 'set', 'far', 'from', 'the', 'small', 'street', 'it', ' ', 's', 'on', ' ', 'and', 'there', 'is', 'no', 'traffic', 'noise']	-1,-1 LOCATION#GENERAL 2 -1,-1		
['this', 'is', 'a', 'great', 'place', 'to', 'take', 'out', ' ', 'of', ' ', 'owners', ' ', 'and', 'perfect', 'for', 'watching', 'the', 'sunset']	4,5 LOCATION#GENERAL 2 3,4		
['great', 'such', 'experience']	1,2 FOOD#QUALITY 2 0,1		
['nice', 'value']	-1,-1 RESTAURANT#PRICES 2 0,1		
['unique', 'apppetizers']	1,2 FOOD#QUALITY 2 0,1		
['try', 'sushimi', 'cucumber', 'roll']	1,4 FOOD#QUALITY 2 0,1		
['good', 'spreads', ' ', 'great', 'beverage', 'selections', 'and', 'wages', 'really', 'taste']	1,2 FOOD#QUALITY 2 0,1	4,6 DRINKS#STYLE_OPTIONS 2 3,4	7,8 FOOD#QUALITY 2 9,10
['murray', 'wo', 'n', ' ', 't', 'do', 'it']	-1,-1 SERVICE#GENERAL 0 -1,-1		
['but', 'who', 'says', 'murray', ' ', 's', 'is', 'anything', 'about', 'service']	9,10 SERVICE#GENERAL 0 -1,-1		
['so', 'close', ' ', 'but', 'not', 'good', 'enough']	-1,-1 RESTAURANT#GENERAL 1 4,7		
['do', 'n', ' ', 't', 'be', 'fooled', 'by', 'crowds', 'of', 'people']	-1,-1 RESTAURANT#MISCELLANEOUS 0 5,6		
['the', 'service', 'is', 'awful']	1,2 SERVICE#GENERAL 0 3,4		
['this', 'place', 'is', 'not', 'worth', 'the', 'prices']	1,2 RESTAURANT#GENERAL 0 3,5	1,2 RESTAURANT#PRICES 0 3,5	
['also', ' ', 'do', 'n', ' ', 't', 'plan', 'on', 'asking', 'for', 'your', 'favorite', 'roll', ' ', 'if', 'it', ' ', 's', 'not', 'on', 'the', 'menu', ' ', 'you', 'ca', 'n', ' ', 't', 'have', 'it']	-1,-1 SERVICE#GENERAL 0 -1,-1		
['love', 'penza', '33', '  ']	1,3 RESTAURANT#GENERAL 2 0,1		
['i', 'will', 'be', 'out', 'with', 'friends', 'and', 'all', 'of', 'a', 'sudden', 'i', 'am', 'hungry', 'and', 'i', 'only', 'grave', 'one', 'thing', '   ', 'their', 'penza']	24,25 FOOD#QUALITY 2 17,18		
['it', 'hits', 'the', 'spot', 'every', 'time']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['this', 'tiny', 'williamsburg', 'spot', 'is', 'always', 'pleasantly', 'surprising']	2,4 RESTAURANT#GENERAL 2 7,8		
['the', 'penza', 'is', 'delicious', 'and', 'the', 'proprietor', 'is', 'one', 'of', 'the', 'nicest', 'in', 'ny']	1,2 FOOD#QUALITY 2 3,4	6,7 SERVICE#GENERAL 2 11,12	
['they', 'even', 'scoop', 'it', 'out', 'nice', ' ', 'for', 'those', 'on', 'a', 'diet', ' ', 'not', 'too', 'much', 'not', 'to', 'little']	-1,-1 FOOD#STYLE_OPTIONS 2 5,6		
['the', 'cream', 'cheese', 'are', 'out', 'of', 'this', 'world', 'and', 'i', 'love', 'that', 'coffee', ' ']	1,3 FOOD#QUALITY 2 4,8	12,13 DRINKS#QUALITY 2 10,11	
['a', 'little', 'crowded', 'but', 'they', 'move', 'that', 'line', 'really', 'fast']	-1,-1 SERVICE#GENERAL 2 9,10	-1,-1 RESTAURANT#MISCELLANEOUS 0 -1,-1	
['a', 'little', 'prices', 'but', 'it', 'really', 'hits', 'the', 'spot', 'on', 'a', 'sunday', 'morning']	-1,-1 RESTAURANT#PRICES 0 2,3	-1,-1 RESTAURANT#GENERAL 2 6,7	
['wages', 'are', 'ok', ' ', 'but', 'be', 'sure', 'not', 'to', 'make', 'any', 'special', 'requests']	0,1 FOOD#QUALITY 1 2,3	-1,-1 SERVICE#GENERAL 0 -1,-1	
['i', 'asked', 'for', 'an', 'open', 'faced', 'cheese', 'sandwich', 'and', 'the', 'manager', 'basically', 'told', 'me', 'to', 'take', 'my', 'business', 'elsewhere']	10,11 SERVICE#GENERAL 0 -1,-1		
['be', 'sure', 'not', 'to', 'get', 'anything', 'other', 'than', 'wages', '  ']	8,9 FOOD#QUALITY 2 -1,-1	-1,-1 FOOD#QUALITY 0 -1,-1	
['the', 'worst', 'excuse', 'for', 'japanese', 'food', 'i', ' ', 've', 'ever', 'encountered']	-1,-1 RESTAURANT#MISCELLANEOUS 0 1,2		
['the', 'soup', 'for', 'the', 'upon', 'was', 'so', 'sauce', 'and', 'water']	1,5 FOOD#QUALITY 0 -1,-1		
['the', 'such', 'was', 'awful']	1,2 FOOD#QUALITY 0 3,4		
['the', 'rice', 'was', 'poor', 'quality', 'and', 'was', 'cooked', 'so', 'badly', 'it', 'was', 'hard']	1,2 FOOD#QUALITY 0 3,5	1,2 FOOD#QUALITY 0 7,10	1,2 FOOD#QUALITY 0 12,13
['furthermore', ' ', 'the', 'rice', 'had', 'no', 'reasoning', ' ', 'so', 'the', 'such', 'was', 'bland', 'and', 'disgusting']	3,4 FOOD#QUALITY 0 -1,-1	10,11 FOOD#QUALITY 0 12,13	10,11 FOOD#QUALITY 0 14,15
['the', 'fish', 'was', 'adequate', ' ', 'but', 'inexpertly', 'slice']	1,2 FOOD#STYLE_OPTIONS 0 3,4	1,2 FOOD#STYLE_OPTIONS 0 6,8	
['it', 'is', 'obvious', 'that', 'no', 'one', 'in', 'the', 'restaurant', 'has', 'any', 'idea', 'about', 'or', 'experience', 'with', 'japanese', 'quinine']	16,18 FOOD#QUALITY 0 -1,-1		
['good', ' ', 'fast', 'service']	3,4 SERVICE#GENERAL 2 0,1	3,4 SERVICE#GENERAL 2 2,3	
['i', 'would', 'highly', 'recommend']	-1,-1 RESTAURANT#GENERAL 2 3,4		
['food', 'is', 'great', 'and', 'expensive']	0,1 FOOD#QUALITY 2 2,3	0,1 FOOD#PRICES 2 4,5	
['the', 'location', 'is', 'perfect']	1,2 LOCATION#GENERAL 2 3,4		
['give', 'it', 'a', 'try', 'and', 'enjoy']	-1,-1 RESTAURANT#GENERAL 2 5,6		
['well', ' ', 'this', 'place', 'is', 'so', 'hetty', 'its', 'not', 'even', 'funny']	3,4 AMBIENCE#GENERAL 0 6,7	3,4 AMBIENCE#GENERAL 0 8,11	
['if', 'you', 'like', 'your', 'music', 'blasted', 'and', 'the', 'system', 'isn', 'that', 'great', 'and', 'if', 'you', 'want', 'to', 'pay', 'at', 'least', '100', 'dollar', 'bottle', 'minimum', 'then', 'you', ' ', 'll', 'love', 'it', 'here']	22,23 DRINKS#PRICES 0 28,29	4,5 AMBIENCE#GENERAL 0 2,3	
['would', 'never', 'go', 'back', 'there']	-1,-1 RESTAURANT#GENERAL 0 -1,-1		
['some', 'penza', 'especially', 'the', 'margheritta', 'slice']	1,2 FOOD#QUALITY 2 0,1	4,6 FOOD#QUALITY 2 0,1	
['always', 'busy', 'but', 'fast', 'moving']	-1,-1 SERVICE#GENERAL 2 3,4		
['great', 'atmosphere', 'and', 'worth', 'every', 'bit']	1,2 AMBIENCE#GENERAL 2 0,1	-1,-1 RESTAURANT#GENERAL 2 3,4	
['open', 'late', ' ', 'well', 'as', 'late', 'as', 'i', 'ever', 'got', 'there', 'and', 'i', ' ', 'm', 'a', 'night', 'person']	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1		
['wine', 'and', 'her', 'staff', 'are', 'the', 'best', 'crew', 'you', 'can', 'find', 'serving', 'you']	0,1 SERVICE#GENERAL 2 6,7	3,4 SERVICE#GENERAL 2 6,7	
['the', 'food', 'is', 'reliable', 'and', 'the', 'price', 'is', 'moderate']	1,2 FOOD#QUALITY 2 3,4	-1,-1 RESTAURANT#PRICES 1 8,9	
['what', 'more', 'can', 'you', 'ask', 'for']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['everything', 'about', 'this', 'restaurant', 'was', 'special']	3,4 RESTAURANT#GENERAL 2 5,6		
['the', 'service', 'was', 'attentive', ' ', 'yet', 'discreet']	1,2 SERVICE#GENERAL 2 3,4	1,2 SERVICE#GENERAL 2 6,7	
['the', 'favors', 'robust', 'and', 'subtle']	-1,-1 FOOD#QUALITY 2 2,3	-1,-1 FOOD#QUALITY 2 4,5	
['the', 'brooch', 'and', 'allies', 'as', 'party', 'favors', 'is', 'a', 'cut', 'and', 'sweet', 'touch', 'to', 'a', 'most', 'memorable', 'meal']	1,4 FOOD#QUALITY 2 9,10	1,4 FOOD#QUALITY 2 11,12	
['i', ' ', 'm', 'saving', 'up', 'for', 'my', 'next', 'visit']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['the', 'place', 'was', 'quiet', 'and', 'delightful']	1,2 AMBIENCE#GENERAL 2 3,4	1,2 AMBIENCE#GENERAL 2 5,6	
['i', 'did', 'not', 'try', 'the', 'cavity', 'but', 'i', 'tried', 'their', 'salmon', 'and', 'crab', 'salad', ' ', 'they', 'are', 'all', 'good']	10,11 FOOD#QUALITY 2 18,19	12,14 FOOD#QUALITY 2 18,19	
['as', 'a', 'retired', 'sister', ' ', 'i', 'can', 'say', 'with', 'some', 'degree', 'of', 'certainty', 'that', 'for', 'the', 'last', 'year', 'lucky', 'strike', 'has', 'been', 'the', 'best', 'laid', ' ', 'back', 'late', 'night', 'in', 'the', 'city']	18,20 RESTAURANT#GENERAL 2 23,24		
['the', 'wait', 'staff', 'is', 'pleasant', ' ', 'fun', ' ', 'and', 'for', 'the', 'most', 'part', 'gorgeous', ' ', 'in', 'the', 'wonderful', 'aesthetic', 'beautification', 'way', ' ', 'not', 'in', 'that', 'she', ' ', 's', ' ', 'way', ' ', 'outer', ' ', 'than', ' ', 'me', ' ', 'that', ' ', 'b', '    ', 'way', ' ']	1,3 SERVICE#GENERAL 2 4,5	1,3 SERVICE#GENERAL 2 6,7	1,3 SERVICE#GENERAL 2 13,14
['the', 'food', 'is', 'mummy', ' ', 'especially', 'their', 'cooked', ' ', 'to', ' ', 'perfection', 'vessels', 'in', 'spice', 'tomato', 'sauce', 'and', 'their', 'shoestring', 'crisp', 'fires']	1,2 FOOD#QUALITY 2 3,4	12,17 FOOD#QUALITY 2 7,12	21,22 FOOD#QUALITY 2 7,12
['but', 'the', 'best', 'part', 'about', 'is', 'is', 'the', 'late', 'night', 'atmosphere', ' ', 'delightful', 'free', 'of', 'the', 'its']	8,11 AMBIENCE#GENERAL 2 2,3		
['the', 'in', ' ', 'house', 'lady', 'do', 'on', 'saturday', 'nights', 'has', 'outrageous', 'good', 'taste', 'in', 'music', ' ', 'and', 'moreover', ' ', 'takes', 'requests']	1,6 AMBIENCE#GENERAL 2 11,13		
['you', 'ca', 'n', ' ', 't', 'go', 'wrong', 'with', 'this', 'place']	9,10 RESTAURANT#GENERAL 2 1,7		
['sun', 'is', 'a', 'great', 'place', 'that', 'i', 'often', 'take', 'my', 'friends', ' ', 'classmates', ' ', 'too']	0,1 RESTAURANT#GENERAL 2 3,4		
['its', 'location', 'is', 'good', 'and', 'the', 'fact', 'that', 'hunter', 'college', 'is', 'near', 'and', 'their', 'prices', 'are', 'very', 'reasonable', ' ', 'makes', 'students', 'go', 'back', 'to', 'sun', 'again', 'and', 'again']	1,2 LOCATION#GENERAL 2 3,4	24,25 RESTAURANT#PRICES 2 17,18	
['i', 'love', 'their', 'that']	3,4 FOOD#QUALITY 2 1,2		
['nodules', 'with', 'shrimp', 'and', 'chicken', 'and', 'coronet', 'juice', 'is', 'the', 'must']	0,8 FOOD#QUALITY 2 10,11		
['i', 'will', 'go', 'back', 'to', 'sun', 'soon']	5,6 RESTAURANT#GENERAL 2 -1,-1		
['in', 'summer', ' ', 'eat', 'outside', 'on', 'a', 'terrace', ' ', 'another', 'great', 'feature', 'of', 'sun', '   ']	7,8 AMBIENCE#GENERAL 2 10,11		
['i', 'can', 'not', 'imagine', 'a', 'friendliest', 'staff', 'working', 'in', 'a', 'restaurant']	6,7 SERVICE#GENERAL 2 5,6		
['i', 'can', 'not', 'imagine', 'better', 'indian', 'food', 'in', 'all', 'of', 'the', 'city']	5,7 FOOD#QUALITY 2 4,5		
['i', 'can', 'not', 'imagine', 'you', 'not', 'rushing', 'out', 'to', 'eat', 'there']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['during', 'the', 'course', 'of', 'the', 'past', '3', 'months', ' ', 'the', 'chef', 'and', 'staff', 'changed', 'and', 'it', 'was', 'not', 'for', 'the', 'better']	10,11 FOOD#QUALITY 0 17,21	12,13 SERVICE#GENERAL 0 17,21	
['i', 'wish', 'they', 'would', 'change', 'back', 'to', 'what', 'it', 'was', 'before']	-1,-1 RESTAURANT#GENERAL 0 -1,-1		
['the', 'food', 'now', 'is', 'inconsistent']	1,2 FOOD#QUALITY 0 4,5		
['this', 'is', 'the', 'kind', 'of', 'place', 'you', ' ', 'd', 'like', 'to', 'take', 'all', 'your', 'friends', 'to', 'and', 'still', 'keep', 'a', 'secret']	5,6 RESTAURANT#MISCELLANEOUS 2 9,10		
['the', 'setting', 'is', 'casual', 'and', 'romantic']	1,2 AMBIENCE#GENERAL 2 3,4	1,2 AMBIENCE#GENERAL 2 5,6	
['prices', 'are', 'very', 'good']	-1,-1 RESTAURANT#PRICES 2 3,4		
['the', 'food', 'is', 'excellent']	1,2 FOOD#QUALITY 2 3,4		
['if', 'you', ' ', 're', 'daring', ' ', 'try', 'the', 'balsam', 'vinegar', 'over', 'icecream', ' ', 'it', ' ', 's', 'wonderful']	8,12 FOOD#QUALITY 2 6,7	8,12 FOOD#QUALITY 2 16,17	
['they', 'were', 'such', 'a', 'rip', ' ', 'off', '  ', '8', ' ', '95', 'for', 'four', 'small', 'meat', 'patties', 'in', 'steamed', 'guns', ' ', 'and', 'not', 'worth', 'trying']	-1,-1 FOOD#QUALITY 0 22,24	-1,-1 FOOD#STYLE_OPTIONS 0 14,15	-1,-1 FOOD#PRICES 0 4,7
['the', 'rest', 'of', 'the', 'dim', 'sum', ' ', 'though', 'prices', 'by', 'chinatown', 'standards', ' ', 'is', 'worth', 'it']	4,6 FOOD#PRICES 2 8,9	4,6 FOOD#PRICES 2 14,15	
['the', 'wait', 'here', 'is', 'long', 'for', 'dim', 'sum', ' ', 'but', 'if', 'you', 'do', 'n', ' ', 't', 'like', 'sharing', 'tables', 'or', 'if', 'the', 'typical', 'mucous', 'dim', 'sum', 'atmosphere', 'is', 'not', 'your', 'gig', ' ', 'this', 'is', 'a', 'sleek', ' ', 'for', 'chinatown', ' ', 'alternative']	1,2 SERVICE#GENERAL 0 4,5	26,27 AMBIENCE#GENERAL 0 -1,-1	-1,-1 RESTAURANT#MISCELLANEOUS 0 -1,-1
['a', 'few', 'tips', ' ', 'skin', 'the', 'turned', 'cake', ' ', 'roast', 'pork', 'guns', 'and', 'egg', 'mustard']	6,8 FOOD#QUALITY 0 4,5	9,12 FOOD#QUALITY 0 4,5	13,15 FOOD#QUALITY 0 4,5
['these', 'are', 'overpriced', 'and', 'you', 'can', 'get', 'better', 'just', 'around', 'the', 'corner']	-1,-1 FOOD#PRICES 0 2,3	-1,-1 FOOD#QUALITY 0 -1,-1	
['i', 'was', 'pleasantly', 'surprised']	-1,-1 RESTAURANT#GENERAL 2 2,3	-1,-1 RESTAURANT#GENERAL 2 3,4	
['the', 'food', 'was', 'exceptional']	1,2 FOOD#QUALITY 2 3,4		
['i', 'choose', 'to', 'go', 'with', 'one', 'of', 'the', 'special', ' ', 'the', 'raised', 'lamb', 'thank', 'in', 'red', 'wine', ' ', 'which', 'was', 'excellent']	11,17 FOOD#QUALITY 2 20,21		
['the', 'service', 'was', 'friendly', 'and', 'the', 'atmosphere', 'was', 'casual']	1,2 SERVICE#GENERAL 2 3,4	6,7 AMBIENCE#GENERAL 1 8,9	
