text_column	other_column1	other_column2	other_column3	corrected_text	cleaned_text	tokens
the food was bland oily .	1,2 FOOD#QUALITY 0 3,5			the food was bland oily .	the food was bland oily 	['the', 'food', 'was', 'bland', 'oily']
i just do n ' t understand all the hype . . .	-1,-1 RESTAURANT#GENERAL 0 9,10			i just do n ' t understand all the hope . . .	i just do n  t understand all the hope   	['i', 'just', 'do', 'n', 't', 'understand', 'all', 'the', 'hope']
we have been to this place many times , and always have great food , wine , and service .	13,14 FOOD#QUALITY 2 12,13	15,16 DRINKS#QUALITY 2 12,13	18,19 SERVICE#GENERAL 2 12,13	we have been to this place many times , and always have great food , wine , and service .	we have been to this place many times  and always have great food  wine  and service 	['we', 'have', 'been', 'to', 'this', 'place', 'many', 'times', 'and', 'always', 'have', 'great', 'food', 'wine', 'and', 'service']
we were worried we would have trouble getting in , but somehow managed to have a short wait .	17,18 SERVICE#GENERAL 2 16,17			we were worried we would have trouble getting in , but somehow managed to have a short wait .	we were worried we would have trouble getting in  but somehow managed to have a short wait 	['we', 'were', 'worried', 'we', 'would', 'have', 'trouble', 'getting', 'in', 'but', 'somehow', 'managed', 'to', 'have', 'a', 'short', 'wait']
as always we had a great glass of wine while we waited .	6,9 DRINKS#QUALITY 2 5,6			as always we had a great glass of wine while we waited .	as always we had a great glass of wine while we waited 	['as', 'always', 'we', 'had', 'a', 'great', 'glass', 'of', 'wine', 'while', 'we', 'waited']
when we sat , we got great and fast service .	9,10 SERVICE#GENERAL 2 6,7	9,10 SERVICE#GENERAL 2 8,9		when we sat , we got great and fast service .	when we sat  we got great and fast service 	['when', 'we', 'sat', 'we', 'got', 'great', 'and', 'fast', 'service']
the people that work there are always so friendly you forget you are in new york sometimes .	1,2 SERVICE#GENERAL 2 8,9			the people that work there are always so friendly you forget you are in new york sometimes .	the people that work there are always so friendly you forget you are in new york sometimes 	['the', 'people', 'that', 'work', 'there', 'are', 'always', 'so', 'friendly', 'you', 'forget', 'you', 'are', 'in', 'new', 'york', 'sometimes']
this is a fun restaurant to go to .	4,5 RESTAURANT#GENERAL 2 3,4			this is a fun restaurant to go to .	this is a fun restaurant to go to 	['this', 'is', 'a', 'fun', 'restaurant', 'to', 'go', 'to']
the pizza is yummy and i like the atmoshpere .	1,2 FOOD#QUALITY 2 3,4	8,9 AMBIENCE#GENERAL 2 6,7		the penza is mummy and i like the atmosphere .	the penza is mummy and i like the atmosphere 	['the', 'penza', 'is', 'mummy', 'and', 'i', 'like', 'the', 'atmosphere']
but the pizza is way to expensive .	2,3 FOOD#PRICES 0 6,7			but the penza is way to expensive .	but the penza is way to expensive 	['but', 'the', 'penza', 'is', 'way', 'to', 'expensive']
a large is $ 20 , and toppings are about $ 3 each .	-1,-1 FOOD#PRICES 0 -1,-1	7,8 FOOD#PRICES 0 -1,-1		a large is $ 20 , and stopping are about $ 3 each .	a large is  20  and stopping are about  3 each 	['a', 'large', 'is', '20', 'and', 'stopping', 'are', 'about', '3', 'each']
i went there for lunch and it was not as good as i expected from the reviews i read .	4,5 FOOD#QUALITY 0 8,14			i went there for lunch and it was not as good as i expected from the reviews i read .	i went there for lunch and it was not as good as i expected from the reviews i read 	['i', 'went', 'there', 'for', 'lunch', 'and', 'it', 'was', 'not', 'as', 'good', 'as', 'i', 'expected', 'from', 'the', 'reviews', 'i', 'read']
sauce was watery and the food did n ' t have much flavor .	0,1 FOOD#QUALITY 0 2,3	5,6 FOOD#QUALITY 0 -1,-1		sauce was watery and the food did n ' t have much flavor .	sauce was watery and the food did n  t have much flavor 	['sauce', 'was', 'watery', 'and', 'the', 'food', 'did', 'n', 't', 'have', 'much', 'flavor']
i do n ' t think i would go again .	-1,-1 RESTAURANT#GENERAL 0 -1,-1			i do n ' t think i would go again .	i do n  t think i would go again 	['i', 'do', 'n', 't', 'think', 'i', 'would', 'go', 'again']
this place is great .	1,2 RESTAURANT#GENERAL 2 3,4			this place is great .	this place is great 	['this', 'place', 'is', 'great']
the waitress was very patient with us and the food is phenomenal !	1,2 SERVICE#GENERAL 2 4,5	9,10 FOOD#QUALITY 2 11,12		the witness was very patient with us and the food is phenomena !	the witness was very patient with us and the food is phenomena 	['the', 'witness', 'was', 'very', 'patient', 'with', 'us', 'and', 'the', 'food', 'is', 'phenomena']
service was prompt , friendly and great .	0,1 SERVICE#GENERAL 2 2,3	0,1 SERVICE#GENERAL 2 4,5	0,1 SERVICE#GENERAL 2 6,7	service was prompt , friendly and great .	service was prompt  friendly and great 	['service', 'was', 'prompt', 'friendly', 'and', 'great']
slightly on the pricey side but worth it !	-1,-1 RESTAURANT#PRICES 0 3,4	-1,-1 RESTAURANT#GENERAL 2 6,7		slightly on the prices side but worth it !	slightly on the prices side but worth it 	['slightly', 'on', 'the', 'prices', 'side', 'but', 'worth', 'it']
great pizza and fantastic service .	1,2 FOOD#QUALITY 2 0,1	4,5 SERVICE#GENERAL 2 3,4		great penza and fantastic service .	great penza and fantastic service 	['great', 'penza', 'and', 'fantastic', 'service']
there was a small wait , but shorter than i expected .	4,5 SERVICE#GENERAL 2 3,4	4,5 SERVICE#GENERAL 2 7,8		there was a small wait , but shorter than i expected .	there was a small wait  but shorter than i expected 	['there', 'was', 'a', 'small', 'wait', 'but', 'shorter', 'than', 'i', 'expected']
located at the end of a magnificent block .	-1,-1 LOCATION#GENERAL 2 6,7			located at the end of a magnificent block .	located at the end of a magnificent block 	['located', 'at', 'the', 'end', 'of', 'a', 'magnificent', 'block']
very cozy and warm inside . . . . .	-1,-1 AMBIENCE#GENERAL 2 1,2	-1,-1 AMBIENCE#GENERAL 2 3,4		very copy and warm inside . . . . .	very copy and warm inside     	['very', 'copy', 'and', 'warm', 'inside']
i will be back !	-1,-1 RESTAURANT#GENERAL 2 -1,-1			i will be back !	i will be back 	['i', 'will', 'be', 'back']
this is the best sushi in new york city - hands down .	4,5 FOOD#QUALITY 2 3,4			this is the best such in new york city - hands down .	this is the best such in new york city  hands down 	['this', 'is', 'the', 'best', 'such', 'in', 'new', 'york', 'city', 'hands', 'down']
the place is small and cramped but the food is fantastic .	1,2 AMBIENCE#GENERAL 0 3,4	1,2 AMBIENCE#GENERAL 0 5,6	8,9 FOOD#QUALITY 2 10,11	the place is small and cramped but the food is fantastic .	the place is small and cramped but the food is fantastic 	['the', 'place', 'is', 'small', 'and', 'cramped', 'but', 'the', 'food', 'is', 'fantastic']
planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .	16,17 FOOD#QUALITY 2 20,21	23,25 FOOD#QUALITY 2 26,27	0,2 RESTAURANT#GENERAL 2 6,7	planet thailand has always been a hit with me , i go there usually for the such , which is great , the that food is excellent too .	planet thailand has always been a hit with me  i go there usually for the such  which is great  the that food is excellent too 	['planet', 'thailand', 'has', 'always', 'been', 'a', 'hit', 'with', 'me', 'i', 'go', 'there', 'usually', 'for', 'the', 'such', 'which', 'is', 'great', 'the', 'that', 'food', 'is', 'excellent', 'too']
with the great variety on the menu , i eat here often and never get bored .	6,7 FOOD#STYLE_OPTIONS 2 2,4			with the great variety on the menu , i eat here often and never get bored .	with the great variety on the menu  i eat here often and never get bored 	['with', 'the', 'great', 'variety', 'on', 'the', 'menu', 'i', 'eat', 'here', 'often', 'and', 'never', 'get', 'bored']
the atmosphere is n ' t the greatest , but i suppose that ' s how they keep the prices down .	1,2 AMBIENCE#GENERAL 0 2,8	-1,-1 RESTAURANT#PRICES 2 20,21		the atmosphere is n ' t the greatest , but i suppose that ' s how they keep the prices down .	the atmosphere is n  t the greatest  but i suppose that  s how they keep the prices down 	['the', 'atmosphere', 'is', 'n', 't', 'the', 'greatest', 'but', 'i', 'suppose', 'that', 's', 'how', 'they', 'keep', 'the', 'prices', 'down']
it ' s all about the food ! !	6,7 FOOD#QUALITY 2 -1,-1			it ' s all about the food ! !	it  s all about the food  	['it', 's', 'all', 'about', 'the', 'food']
first it took us a long time to find the place .	10,11 RESTAURANT#MISCELLANEOUS 0 -1,-1			first it took us a long time to find the place .	first it took us a long time to find the place 	['first', 'it', 'took', 'us', 'a', 'long', 'time', 'to', 'find', 'the', 'place']
but when we looked at the menu , there were n ' t a lot of choices , most of them were dumplings in the appetizer section .	6,7 FOOD#STYLE_OPTIONS 0 -1,-1			but when we looked at the menu , there were n ' t a lot of choice , most of them were dumping in the appetite section .	but when we looked at the menu  there were n  t a lot of choice  most of them were dumping in the appetite section 	['but', 'when', 'we', 'looked', 'at', 'the', 'menu', 'there', 'were', 'n', 't', 'a', 'lot', 'of', 'choice', 'most', 'of', 'them', 'were', 'dumping', 'in', 'the', 'appetite', 'section']
those rolls were big , but not good and sashimi was n ' t fresh .	1,2 FOOD#STYLE_OPTIONS 1 3,4	1,2 FOOD#QUALITY 0 6,8	9,10 FOOD#QUALITY 0 10,15	those rolls were big , but not good and sashimi was n ' t fresh .	those rolls were big  but not good and sashimi was n  t fresh 	['those', 'rolls', 'were', 'big', 'but', 'not', 'good', 'and', 'sashimi', 'was', 'n', 't', 'fresh']
they were dry and disgusting , i did n ' t even finish my first piece .	-1,-1 FOOD#QUALITY 0 2,3	-1,-1 FOOD#QUALITY 0 4,5		they were dry and disgusting , i did n ' t even finish my first piece .	they were dry and disgusting  i did n  t even finish my first piece 	['they', 'were', 'dry', 'and', 'disgusting', 'i', 'did', 'n', 't', 'even', 'finish', 'my', 'first', 'piece']
hurley ' s is like cheers where everyone knows your name and they are actually glad you came .	-1,-1 SERVICE#GENERAL 2 15,16			hurled ' s is like cheers where everyone knows your name and they are actually glad you came .	hurled  s is like cheers where everyone knows your name and they are actually glad you came 	['hurled', 's', 'is', 'like', 'cheers', 'where', 'everyone', 'knows', 'your', 'name', 'and', 'they', 'are', 'actually', 'glad', 'you', 'came']
try the crunchy tuna , it is to die for .	2,4 FOOD#QUALITY 2 8,10			try the crutch tune , it is to die for .	try the crutch tune  it is to die for 	['try', 'the', 'crutch', 'tune', 'it', 'is', 'to', 'die', 'for']
try everything for that matter , it is all good .	-1,-1 FOOD#QUALITY 2 9,10			try everything for that matter , it is all good .	try everything for that matter  it is all good 	['try', 'everything', 'for', 'that', 'matter', 'it', 'is', 'all', 'good']
i have been going there since it opened and i ca n ' t get enough .	-1,-1 RESTAURANT#GENERAL 2 -1,-1			i have been going there since it opened and i ca n ' t get enough .	i have been going there since it opened and i ca n  t get enough 	['i', 'have', 'been', 'going', 'there', 'since', 'it', 'opened', 'and', 'i', 'ca', 'n', 't', 'get', 'enough']
first went here to enjoy their garden terrace .	6,8 AMBIENCE#GENERAL 2 4,5			first went here to enjoy their garden terrace .	first went here to enjoy their garden terrace 	['first', 'went', 'here', 'to', 'enjoy', 'their', 'garden', 'terrace']
the steak tartare is a great bet , they fix it for you at the table .	1,3 FOOD#STYLE_OPTIONS 2 5,6			the speak tartar is a great bet , they fix it for you at the table .	the speak tartar is a great bet  they fix it for you at the table 	['the', 'speak', 'tartar', 'is', 'a', 'great', 'bet', 'they', 'fix', 'it', 'for', 'you', 'at', 'the', 'table']
admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .	12,14 AMBIENCE#GENERAL 2 18,19	5,6 AMBIENCE#GENERAL 0 8,9		admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .	admittedly some nights inside the restaurant were rather warm  but the open kitchen is part of the charm 	['admittedly', 'some', 'nights', 'inside', 'the', 'restaurant', 'were', 'rather', 'warm', 'but', 'the', 'open', 'kitchen', 'is', 'part', 'of', 'the', 'charm']
great wine selection , gigondas is worth the price , and the house champagne is a great value .	1,3 DRINKS#STYLE_OPTIONS 2 0,1	4,5 DRINKS#QUALITY 2 6,7	12,14 DRINKS#PRICES 2 16,18	great wine selection , gigondas is worth the price , and the house champagne is a great value .	great wine selection  gigondas is worth the price  and the house champagne is a great value 	['great', 'wine', 'selection', 'gigondas', 'is', 'worth', 'the', 'price', 'and', 'the', 'house', 'champagne', 'is', 'a', 'great', 'value']
it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .	11,12 AMBIENCE#GENERAL 2 13,14	19,21 FOOD#QUALITY 2 18,19	-1,-1 AMBIENCE#GENERAL 1 5,6	it may be a bit packed on weekend , but the vice is good and it is the best french food you will find in the area .	it may be a bit packed on weekend  but the vice is good and it is the best french food you will find in the area 	['it', 'may', 'be', 'a', 'bit', 'packed', 'on', 'weekend', 'but', 'the', 'vice', 'is', 'good', 'and', 'it', 'is', 'the', 'best', 'french', 'food', 'you', 'will', 'find', 'in', 'the', 'area']
have recommended the place to friends , always gets good response .	3,4 RESTAURANT#MISCELLANEOUS 2 1,2	-1,-1 RESTAURANT#MISCELLANEOUS 2 9,10		have recommended the place to friends , always gets good response .	have recommended the place to friends  always gets good response 	['have', 'recommended', 'the', 'place', 'to', 'friends', 'always', 'gets', 'good', 'response']
